Date,Faber,Momentum,Faber_Momentum_5050,Faber_InvVol,Faber_LowVol
2010-09-02,3.4455375308868517,2.801202822727464,3.0240205582480333,2.5344186626804093,2.0904483878889373
2010-09-03,3.4586307645698384,2.8127992560274864,3.0360257087860925,2.5340480448414806,2.094609085408769
2010-09-07,3.453153135706249,2.8020817106704667,3.0278374960713688,2.538840503319895,2.091291734709843
2010-09-08,3.4649027889185957,2.817417647559489,3.041274490930422,2.5404399821577948,2.098407536321596
2010-09-09,3.4657272069008873,2.8122907604051637,3.0388691811381894,2.5321343827108467,2.094589040099772
2010-09-10,3.4732911766707195,2.819265835740675,3.045953874810153,2.532641490101019,2.0997840635153193
2010-09-13,3.51117095748869,2.851681632685889,3.080074613894441,2.547584197590908,2.123927290084738
2010-09-14,3.531511598362182,2.879159587713305,3.1038355784183143,2.5621163296872527,2.144392820980444
2010-09-15,3.5336863318617473,2.88022845908275,3.1053674025030475,2.5607660301994204,2.1451889144311056
2010-09-16,3.529271352865911,2.8809301651322525,3.1038057614810195,2.5584579677130153,2.1457115438197
2010-09-17,3.5253902817757266,2.8775499127030786,3.1002782856647895,2.5585741900737737,2.1431939379623675
2010-09-20,3.561672508045419,2.9041045736334565,3.1305368617903713,2.572111678184805,2.1629718010949555
2010-09-21,3.567527520245622,2.9130414746049107,3.137926851654415,2.5805991499966265,2.1696279886737138
2010-09-22,3.564740032050106,2.916240261869518,3.138423807870475,2.580026567028363,2.172010439606736
2010-09-23,3.5480102673276925,2.908032057535157,3.126642515868067,2.5755158498486317,2.1658969839570883
2010-09-24,3.595078764165787,2.939372804731048,3.1642301861449416,2.5885483063407393,2.1892395154297564
2010-09-27,3.589326580384339,2.937056874529272,3.160452228973747,2.5903065752163177,2.1875146148303686
2010-09-28,3.609345355678938,2.960822046447597,3.1820520215276926,2.60182192769713,2.2052148716235314
2010-09-29,3.6093886310718757,2.9669859186154657,3.185383313231133,2.601123751888048,2.209805712396174
2010-09-30,3.605621182774575,2.9751877646672544,3.1881236642032715,2.599323824858725,2.2084198890066022
2010-10-01,3.631312939355767,3.0087484630479895,3.2174634372678614,2.60856265216639,2.232399729139811
2010-10-04,3.611822446567006,2.9988600853982446,3.2035416623872504,2.6029117796588013,2.216776405704269
2010-10-05,3.674151658791151,3.0555397318014372,3.261457522931966,2.6280877374638822,2.2586743600109878
2010-10-06,3.685258227081164,3.0644408607725495,3.2711375371791456,2.6339937745758086,2.2652541310324397
2010-10-07,3.667628930987235,3.0340710403530564,3.247104277702519,2.6267493520545173,2.2428045670533763
2010-10-08,3.6941236147874377,3.0673479929465084,3.276639424537347,2.639930261735343,2.2674031015839087
2010-10-11,3.696559320150003,3.0736912704901327,3.281107690144928,2.6409491365660416,2.2695847463741883
2010-10-12,3.6916465357562243,3.0635374306419716,3.2735078521164547,2.6378609347492956,2.266388559573145
2010-10-13,3.7311032742708172,3.1163280111133296,3.3192060496683196,2.653660423870501,2.2967197216972846
2010-10-14,3.73316344021519,3.1215713761411252,3.3229147743803726,2.650500738001137,2.3004189156609534
2010-10-15,3.723827045446833,3.1071754947174828,3.3110973667792347,2.643907372349388,2.2943962085194145
2010-10-18,3.7354619673660716,3.114813450641882,3.320339665493607,2.652930976111689,2.3013393182409216
2010-10-19,3.662979714036322,3.0171346602627995,3.236064031054487,2.6258324393874615,2.2450430975393036
2010-10-20,3.7032503982638247,3.055162546202522,3.274246257332636,2.642353369644247,2.2752232155533045
2010-10-21,3.689294552071569,3.0336423320597046,3.2565449864845135,2.634782962491108,2.2653953727761604
2010-10-22,3.6952295909828945,3.0383376376859452,3.261684570756453,2.637653978103579,2.2696899368781485
2010-10-25,3.7147295398063505,3.067955137883841,3.286187958738214,2.6452215393889404,2.284609390382961
2010-10-26,3.70789521883769,3.0669885029069666,3.282647314130806,2.6401460899950395,2.2806711841399387
2010-10-27,3.67688730496839,3.024994772763082,3.2464481780024186,2.6263260112245934,2.2579364386107623
2010-10-28,3.698998518250562,3.054678046853921,3.272137708667378,2.6378475101699648,2.273498954860504
2010-10-29,3.710742753381608,3.0750555275215885,3.288246256802606,2.645244190445508,2.281314627339079
2010-11-01,3.7122477545627475,3.083942865871881,3.2936648240458646,2.644893606310664,2.2827030324450583
2010-11-02,3.7441696668155293,3.1097846255733015,3.321625623978007,2.65889739445456,2.3062372747989164
2010-11-03,3.751627670130966,3.1085398662824466,3.3242690167202866,2.6610735095532774,2.312086132836874
2010-11-04,3.829206532453582,3.1965652313581834,3.405706945596588,2.696971177909943,2.369077190062474
2010-11-05,3.8271820483395707,3.197716602591054,3.405420005700913,2.6934015024604436,2.3691425464445226
2010-11-08,3.825440416718654,3.207535069026877,3.4098732611827693,2.6924341615430953,2.3680679886201177
2010-11-09,3.7867113693688244,3.1617839844902176,3.3682937735817644,2.6714548130247455,2.3409897950521694
2010-11-10,3.8061183684672857,3.192627263847606,3.393353966009132,2.6782912470317655,2.35647420974841
2010-11-11,3.7915451777129774,3.1818919589033863,3.3811524571622305,2.6726499965393287,2.345250614415497
2010-11-12,3.7330580218468232,3.0975410753863777,3.3102575661675444,2.6453103210692417,2.3023649853246457
2010-11-15,3.7199710099042456,3.0821611079665594,3.2962370920895507,2.6340700273546376,2.295434056930399
2010-11-16,3.6649783183472535,3.0247574763398846,3.2411774538845295,2.614554813243442,2.2516215606787773
2010-11-17,3.6700391324844945,3.025644698041496,3.243890607573572,2.6167189073388726,2.255350596744819
2010-11-18,3.7260887939810132,3.081474664470351,3.2985898681170553,2.6385395109922576,2.2985635147448638
2010-11-19,3.730074569594113,3.0837520843756914,3.301573050783524,2.6416073182779627,2.3009937551523967
2010-11-22,3.728233231834008,3.0940396969369934,3.306265285279843,2.6438944492020098,2.2981800158988857
2010-11-23,3.6773170153907344,3.0557759196474725,3.2632443918839544,2.6265650551189412,2.258359975850639
2010-11-24,3.712084013822486,3.0885507584270693,3.2961705020998218,2.6345453589873173,2.2877758277515365
2010-11-26,3.6682237747220334,3.0379151593392173,3.24967777940991,2.620322917936022,2.252812816388177
2010-11-29,3.672369177355197,3.0543465513903607,3.2603023685131634,2.6229170518527396,2.255628013707225
2010-11-30,3.6639514859597293,3.0636792004530458,3.261546762904627,2.6195098887715975,2.2367442966341935
2010-12-01,3.7172430540733448,3.1070129155321826,3.308332302315972,2.6337803513335323,2.2803263708674195
2010-12-02,3.7531198001176485,3.135640322231207,3.339538548661351,2.6445948500313423,2.3089633465267676
2010-12-03,3.7825382850161366,3.174596071155536,3.3733713249973816,2.6587261411636245,2.321265749826382
2010-12-06,3.7855030534554572,3.1838584775413756,3.3796145388255274,2.6645015683415934,2.3156298043523598
2010-12-07,3.762695639123678,3.146548032915348,3.349631339576542,2.6466577276670664,2.3128668115282816
2010-12-08,3.7498158060158513,3.1167627440201784,3.3280445496412354,2.6366866420421107,2.3130456865840507
2010-12-09,3.756699324396219,3.1181106672067904,3.331818835807942,2.6420050029922697,2.315413320339713
2010-12-10,3.7649691691549623,3.125630483577803,3.3395037045803133,2.643938030992285,2.325142884723139
2010-12-13,3.78246235377993,3.1430804531811543,3.356583873670032,2.651516890378876,2.3389703116157654
2010-12-14,3.787073158187784,3.1469277471118304,3.360684020519013,2.6546170280890427,2.3420269770680515
2010-12-15,3.744636881895476,3.104362392927995,3.3191265358594824,2.6270078243568777,2.3155196793820023
2010-12-16,3.7517207465830174,3.1031118773865582,3.3215974775867645,2.632161049983566,2.326459904247821
2010-12-17,3.755778556775611,3.1099775676252324,3.327068321698973,2.639212331231782,2.324175236652327
2010-12-20,3.761480487540063,3.1134846375516676,3.3314697981840102,2.642950875720351,2.3242883328684285
2010-12-21,3.7861184657594977,3.1386280114689544,3.3558323577719653,2.655368813261332,2.3469885826415267
2010-12-22,3.7901538643359283,3.1408964569216384,3.3588334638880126,2.6561981956791554,2.35360671146621
2010-12-23,3.784236668738606,3.13467946458189,3.352887370192113,2.6516678567716454,2.351236114477986
2010-12-27,3.7847080109432185,3.133824585622487,3.352638984198924,2.6547934168828022,2.3473960582632794
2010-12-28,3.8031160749396293,3.160704743430248,3.3751707788493306,2.6678064564779476,2.3498696988226673
2010-12-29,3.828088436804284,3.1865806061191773,3.400067773390647,2.684425950377632,2.3672516491288693
2010-12-30,3.8227282914471474,3.1868371935875843,3.3978242499666824,2.6808250297908685,2.366222569644353
2010-12-31,3.8454174880369263,3.2176032071858547,3.42430932386912,2.6944769955809917,2.376682203783547
2011-01-03,3.8622706524513277,3.2247867145736246,3.4356356148244522,2.702205036178217,2.3990531827666413
2011-01-04,3.8450374458119683,3.194189225817948,3.4116717858908356,2.694388057350462,2.3998184782819285
2011-01-05,3.837959985876641,3.197986953857887,3.4105600501997757,2.688241001822952,2.3985725218041027
2011-01-06,3.8165693265939473,3.1884288425585043,3.3959590417796193,2.678767146654899,2.379353612912512
2011-01-07,3.8060228151156057,3.182321912327625,3.388014721737976,2.6765213786679514,2.3673125028575583
2011-01-10,3.800941327781972,3.1867518979940477,3.388111184297405,2.676519534380042,2.3567606238223786
2011-01-11,3.819909426264547,3.2017841078584968,3.40455616655724,2.6838867046780206,2.3732948296030214
2011-01-12,3.862031034627306,3.240491459146019,3.443906311998598,2.703308314645587,2.4137612875022785
2011-01-13,3.8508772900454646,3.209510930775154,3.4224705905117507,2.701044495005511,2.402875324546081
2011-01-14,3.853993324942785,3.2048561417239916,3.4213734564988694,2.7017602865441246,2.4065526993551503
2011-01-18,3.863022649228161,3.2165191352631046,3.431606804793376,2.7056781225859132,2.4139994944469247
2011-01-19,3.8460063409094847,3.207581084174972,3.419280958978064,2.696954279007766,2.400593022550571
2011-01-20,3.8125566422077757,3.159796544161105,3.3789426231274824,2.678888354489335,2.3839041468996407
2011-01-21,3.811870878557273,3.16132585814277,3.3794564277138663,2.681892832848267,2.3817288259743368
2011-01-24,3.8258878925375113,3.16223229134077,3.3861543857725596,2.6883589533403773,2.400835470032412
2011-01-25,3.821061342871095,3.1496273917679933,3.3772697488110874,2.6890133106487415,2.395173198896239
2011-01-26,3.8393091516828153,3.176326042589561,3.3996481314312272,2.695129462636133,2.411450817626022
2011-01-27,3.822776451128851,3.1748354553893523,3.3915307137822324,2.6900597246396307,2.412567812283429
2011-01-28,3.78338285078864,3.1762742502079453,3.3748244001824714,2.6722610272402525,2.3552183310394907
2011-01-31,3.7998197170569536,3.183213488879322,3.385841851012588,2.6786498922126363,2.376226458018032
2011-02-01,3.852254543313341,3.2472591799607127,3.443264232074684,2.7006762320602133,2.4184770475349255
2011-02-02,3.8398604598636505,3.2398100761390576,3.433775758129217,2.6927524656427173,2.4106959401311228
2011-02-03,3.853793409337212,3.259454395325993,3.450415699851799,2.7026452455917442,2.4194431602660855
2011-02-04,3.852059040329,3.2524467536316313,3.44593018498649,2.7023567739512946,2.4183543091553514
2011-02-07,3.8624792817867517,3.2647135615281933,3.457089265630931,2.7108083535195475,2.42489622234203
2011-02-08,3.8843250571175196,3.290233644258644,3.4803776681224123,2.7262529509652165,2.4386111795518994
2011-02-09,3.8564622994739217,3.2856465846863823,3.4654689984348788,2.710026939250902,2.421118711418132
2011-02-10,3.839821284121288,3.2835508132975124,3.4568868419439185,2.7003860491977436,2.4106713452782493
2011-02-11,3.853908797681872,3.28680375027383,3.4649404733811675,2.7098795965555826,2.4195156020167476
2011-02-14,3.857856326685013,3.2985784856367295,3.4729214778663295,2.7138515850062683,2.4219938931528167
2011-02-15,3.8612838093084654,3.3060408119813856,3.4783925929687953,2.714933610429268,2.424145694899675
2011-02-16,3.887976339801625,3.3180839619927434,3.4967509147816025,2.733257682440036,2.4409034848152937
2011-02-17,3.9044038949399424,3.3346708625055363,3.512878208505882,2.744538009096766,2.45121683887911
2011-02-18,3.9183738210176364,3.342717229135041,3.523400918938562,2.753580932571702,2.4599872732299
2011-02-22,3.845771203226342,3.320035076355688,3.478804694687252,2.7061431071551767,2.4144067533694
2011-02-23,3.8506066206642804,3.3246951496150436,3.4834331666115066,2.708360931007289,2.417442468158601
2011-02-24,3.8458945496666916,3.311101750951963,3.474180581524929,2.7042786195301725,2.4144841912779094
2011-02-25,3.8796597649620934,3.3397208479689944,3.504445773208349,2.7221929749199703,2.439374978282491
2011-02-28,3.89911983547197,3.353472069030733,3.5204495224271604,2.732819382031147,2.4535129426938904
2011-03-01,3.880014480410112,3.3543835381691554,3.512302997726737,2.723503788394144,2.4389799349274215
2011-03-02,3.894519535473434,3.356652887930139,3.5200562922422947,2.7274965336840697,2.4513616296377476
2011-03-03,3.930289455773189,3.363609718393671,3.5398693357228965,2.7510316749197643,2.4738766046736504
2011-03-04,3.9240368023622554,3.366354775160274,3.538498018022245,2.746243485700749,2.469940942131615
2011-03-07,3.8956815959593176,3.3576094196983752,3.52111709146958,2.727950238494767,2.452093075573624
2011-03-08,3.9178037305850886,3.3679731400980395,3.536548856743241,2.7422872567512124,2.466017605029272
2011-03-09,3.920590385581231,3.3661641144355943,3.536856808755009,2.745645064853401,2.4667422192051145
2011-03-10,3.8569396437653922,3.3152177244791856,3.4813814938819303,2.722691728401715,2.4145146529250834
2011-03-11,3.8729055288738783,3.3321130497856877,3.4974581932839954,2.729640474099493,2.426894202356238
2011-03-14,3.8629624207700255,3.329767544796336,3.4917376453115576,2.7258940066652464,2.41876098888797
2011-03-15,3.810971692741846,3.279639977206428,3.441957432917403,2.704508096469143,2.3778397169683796
2011-03-16,3.7596440936649276,3.2489213179806287,3.4026591441055998,2.687683479546467,2.3361212991535867
2011-03-17,3.8074245842007493,3.2791252443545846,3.4400975505679448,2.705054577217173,2.373618361893393
2011-03-18,3.8295692189911597,3.301846971981372,3.462020218214234,2.7135883423417098,2.391099230430789
2011-03-21,3.8775354550433287,3.336619834025951,3.5019313685291,2.728842471002005,2.429946394503277
2011-03-22,3.874551618556301,3.340608111858932,3.5026769052463416,2.7275554577447467,2.4275515069124878
2011-03-23,3.894730264140179,3.378138896260577,3.531473657866512,2.7351569865175858,2.4436423704572365
2011-03-24,3.9131892676952504,3.3841264310731316,3.542971991018487,2.7378093901260625,2.4597961088873075
2011-03-25,3.904673621137055,3.3828277894443346,3.5384371910881036,2.7341297427951012,2.454443248896243
2011-03-28,3.8918055998602257,3.3655082603673816,3.523548542494709,2.724706632510444,2.446354524712333
2011-03-29,3.912261873693177,3.380792268134282,3.5408097185563348,2.7372307260589848,2.459213157232876
2011-03-30,3.9464301514860916,3.408062476887409,3.5705522654067576,2.7590149241366686,2.48069103397557
2011-03-31,3.9574079528715,3.42037563507616,3.581968488357486,2.7675272627077896,2.4875915826801487
2011-04-01,3.9821597296138767,3.439713173763712,3.603295838115369,2.7809926774515255,2.503150330278065
2011-04-04,3.9955840279864754,3.462228022995812,3.6211621860751504,2.7880687578539476,2.511588725316624
2011-04-05,4.006750532376057,3.4861151159739556,3.6387140547786583,2.798498865829637,2.51860789105801
2011-04-06,4.025936972276038,3.4996207622516526,3.6544745149445386,2.8107334261211836,2.5306683172170463
2011-04-07,4.0183459628525995,3.499469485218315,3.6509502258960946,2.8060539271201237,2.5258966759380397
2011-04-08,4.032255715787121,3.515339760658292,3.665547845060741,2.814923819785173,2.5346402234138488
2011-04-11,4.008203741620761,3.4821357666656287,3.6373041555245202,2.7986378485317878,2.5195213655160513
2011-04-12,3.9652941338174608,3.43681963576142,3.594166936722506,2.7706203690621973,2.492548766163451
2011-04-13,3.976582130470847,3.4545053125759257,3.6085303799436654,2.7758481480037793,2.4996443008656315
2011-04-14,3.9981846972129804,3.4830501778144027,3.6332407463305523,2.791442333160542,2.5132234829545097
2011-04-15,4.010688060943941,3.5001967153481086,3.647864742528699,2.8014337245796748,2.5210829866353865
2011-04-18,3.9714003083799656,3.4669991681356125,3.612698881132282,2.789686891706262,2.496387053402208
2011-04-19,3.994837037920724,3.4919699434648916,3.6363689125096195,2.800600872411369,2.511119173978465
2011-04-20,4.046953842659136,3.5401131111002044,3.6851560053357555,2.8180560205627687,2.5372113282241173
2011-04-21,4.065360429348989,3.5586705854230116,3.7031954225960533,2.8256782407584407,2.5460252417742506
2011-04-25,4.059047205507739,3.545708761901388,3.6935759045460976,2.8244473417008615,2.5462835608960135
2011-04-26,4.079608411740568,3.5551110996005666,3.7078280778963797,2.8362526774491377,2.559181824644167
2011-04-27,4.108675035165063,3.5861685349423675,3.7372327339991016,2.848219808385712,2.5774156272213133
2011-04-28,4.115547037265681,3.6057947913425883,3.7505846030408394,2.85450505703163,2.5817265073597615
2011-04-29,4.1332833304342245,3.6473632018285134,3.7802851215448974,2.8636129389775733,2.5928526730434265
2011-05-02,4.127319267596155,3.624269216442368,3.765589963905575,2.8608630463913505,2.589111352878408
2011-05-03,4.096632496901749,3.6031303569574957,3.7406097515009624,2.850694880190553,2.569861214656284
2011-05-04,4.060433413908182,3.561930135191876,3.7026970530039467,2.839326482902815,2.5471531441955713
2011-05-05,4.007698548346285,3.509734959606603,3.6515237097753728,2.8224468954992195,2.514072001142069
2011-05-06,4.032210848168989,3.533431982624932,3.675017799058096,2.8313629519004606,2.529448827997794
2011-05-09,4.055052264539201,3.5713423420243595,3.705141524967788,2.8414116434337653,2.543777491860617
2011-05-10,4.080669425289366,3.609380008790657,3.7365762198685,2.8488830072658162,2.5598474097483583
2011-05-11,4.031589884658894,3.5564783263260216,3.68672272905634,2.833823449433449,2.53423703872145
2011-05-12,4.039482378914325,3.562880338968922,3.693649642075836,2.8351435262375198,2.5383737636390387
2011-05-13,3.998979242128076,3.523437336688217,3.6546865294625426,2.8232125375996597,2.527667763529368
2011-05-16,3.9915574666103493,3.517094710290279,3.6480056854847556,2.8226160978228325,2.5226350953204877
2011-05-17,3.9931436667302935,3.526502321036996,3.6536094110431905,2.8243402858506736,2.519807469488828
2011-05-18,4.02154657887403,3.5657756299852785,3.6869477531089734,2.832821440109612,2.5377306588725013
2011-05-19,4.022531137918853,3.564432642213744,3.686704761643368,2.83273588392811,2.538351948623723
2011-05-20,4.009203568953359,3.572674884377694,3.684859801596116,2.829221870825893,2.529941805981178
2011-05-23,3.967169552368158,3.494133023560094,3.625038995288807,2.8160683374024096,2.5114266871684494
2011-05-24,3.9833686560163515,3.5216237073832826,3.6467003423488333,2.821634109663101,2.51534544274362
2011-05-25,3.9926293134371336,3.5366671488952446,3.658728190501878,2.824717491137915,2.5211931948478576
2011-05-26,4.0138371381281015,3.548942130656085,3.6747946183957336,2.8345519952310303,2.5320306858313715
2011-05-27,4.040025545447919,3.5806545707129054,3.7032012881003826,2.8449664277073743,2.5485510001004634
2011-05-31,4.078283390581952,3.6470027163097263,3.75504484215618,2.8580510665199608,2.56551431334825
2011-06-01,4.031016836980886,3.6070995957356464,3.7127420795290673,2.8476411563293724,2.551544962736332
2011-06-02,4.036470863569874,3.611394321867723,3.7174640312460836,2.843473076824713,2.552596718433932
2011-06-03,4.029756061134199,3.603276068476534,3.7101936225387604,2.842400541829045,2.546974491012125
2011-06-06,3.999358777509583,3.5509369347260322,3.6692541649276427,2.8322118362576187,2.5312148940776975
2011-06-07,4.013782306560139,3.5811216343337837,3.6914659017949725,2.8392821412201252,2.5368384309254672
2011-06-08,3.9917710306414804,3.545284308837691,3.6628732567882056,2.8326469044336235,2.5275997316278023
2011-06-09,4.0152029079155565,3.5725037843941005,3.6876850145497295,2.8394678057125056,2.542436856867416
2011-06-10,3.9609307190119987,3.515529120668055,3.633356603389861,2.8203378222432067,2.5080715666104143
2011-06-13,3.9525575033825042,3.5008905477484222,3.621951631714771,2.8149318781718904,2.5027696248368225
2011-06-14,3.991210754435141,3.5425878177575294,3.661231292535384,2.825389869483697,2.527244963286154
2011-06-15,3.974930911617787,3.4897582328145065,3.6264649112552534,2.824120509793956,2.516936524745912
2011-06-16,3.97738371929168,3.4820166885792894,3.6235613967510916,2.825857968108025,2.5184896489032536
2011-06-17,3.9975075353830145,3.510436327414802,3.6475156635158346,2.8337873411731835,2.5312321012536856
2011-06-20,4.000726173001436,3.509395043144267,3.6484431096667294,2.833426810705323,2.5332701509108624
2011-06-21,4.048375071643096,3.5559680244969027,3.6943788424963357,2.8506309746932543,2.563441556658969
2011-06-22,4.033353422974527,3.541451283282153,3.6799838843610506,2.8455211493592802,2.5539298099050023
2011-06-23,4.007373224019856,3.4951475612389364,3.644074368313605,2.840949632899952,2.537479080792188
2011-06-24,3.971889412428779,3.4581804916236667,3.6086697905310285,2.828116226501741,2.515010639599977
2011-06-27,3.976553028898297,3.4878207781255224,3.626253430537819,2.826810873741685,2.517963653599599
2011-06-28,4.006952118535984,3.5314858082292218,3.6628130823015503,2.8327850976247353,2.537212435711633
2011-06-29,4.037986043538776,3.577521685521198,3.700871282101691,2.840294691915741,2.5568631972173126
2011-06-30,4.0595441288210345,3.620577310368236,3.7330204982644335,2.8465652615743173,2.564653112788563
2011-07-01,4.084312513164296,3.6671921342207425,3.768439848892295,2.8550379148621565,2.568719303589926
2011-07-05,4.096831166210042,3.6548294751514296,3.7678631012517374,2.8662863384532113,2.587614451960587
2011-07-06,4.094777026004537,3.672858941942153,3.7762120368220438,2.8674798789429867,2.5898434371269525
2011-07-07,4.120688828552034,3.694872177587209,3.7994763369724556,2.8734616771962203,2.6007266728026064
2011-07-08,4.105622861463833,3.6953946435408973,3.792799186912692,2.875077163136379,2.6017597146597424
2011-07-11,4.0525252904139375,3.6784668876133955,3.7595862866493417,2.860989667845029,2.616882870093907
2011-07-12,4.058337854253128,3.684839727378294,3.7655391748070475,2.8644924692209983,2.6281644924003627
2011-07-13,4.095232261498687,3.707531207971302,3.794249676443268,2.8804736856082322,2.642516450465623
2011-07-14,4.079328666349887,3.6995461037750927,3.782796365855775,2.872007187198178,2.6426332466693574
2011-07-15,4.096604558167137,3.7181835918025006,3.8003348491223843,2.88070183386212,2.653133739931872
2011-07-18,4.0954295716439955,3.719348114948681,3.8003849701699863,2.8785605457261143,2.6628714494308077
2011-07-19,4.1246751875531675,3.726847444250932,3.8177856778921675,2.890654044199071,2.6668389808593966
2011-07-20,4.142380545139596,3.7421096803923963,3.8337970118452747,2.8953319492072143,2.6759116014784707
2011-07-21,4.177074596661823,3.7537925435998343,3.8558363394155832,2.9044118709321447,2.695177853327054
2011-07-22,4.186692431004989,3.7706862066408835,3.8689518781881396,2.9115690795661386,2.704023186164735
2011-07-25,4.179111795428826,3.77491272489182,3.867617550449999,2.905934887813611,2.7065770808456926
2011-07-26,4.188065782738155,3.7730192525754798,3.8707908607048207,2.911806240570679,2.714181668726645
2011-07-27,4.131357603963946,3.7274568538732367,3.821213252728951,2.889152278979815,2.706919647230003
2011-07-28,4.129988970138241,3.7235749631019828,3.8185905422227866,2.8911768588496374,2.7102026605415728
2011-07-29,4.139989933951584,3.7223298827113176,3.822575565371528,2.9022395266001246,2.725000885560531
2011-08-01,4.133478408194594,3.70771303325281,3.81206417572415,2.902358414468067,2.723149086061501
2011-08-02,4.192065882371821,3.705016901430256,3.837694061256663,2.9272185019201316,2.761746705549261
2011-08-03,4.193800649671675,3.7147118254330804,3.8435091718301315,2.9294227461337536,2.762889575916688
2011-08-04,4.19395228831603,3.6179338788644024,3.7935119313236347,2.938046704849021,2.762989475951237
2011-08-05,4.194624845972886,3.627726089091114,3.7989498148231675,2.9285433718587703,2.782081358523159
2011-08-08,4.265219409320265,3.68877987783438,3.8628852591605853,2.950482626443116,2.8744446556538406
2011-08-09,4.29680245102159,3.7909863505826626,3.9307024201088834,2.9698717751648114,2.9000725784150703
2011-08-10,4.390375636149482,3.873544176231836,4.0163028984720555,3.0115415120471094,2.9000725784150703
2011-08-11,4.314907572450955,3.9179841060510108,4.00482279300037,2.967097007310352,2.9000725784150703
2011-08-12,4.3145743052249,3.92222597000959,4.006836074857606,2.9736463472720933,2.9000725784150703
2011-08-15,4.3411574170903755,3.984847491110116,4.0511658018603685,2.9849725632214477,2.9000725784150703
2011-08-16,4.372504543216792,3.992419852742434,4.069641555400262,2.9986830984786725,2.9000725784150703
2011-08-17,4.382379165294261,3.999494167929525,4.077842455517934,3.004506692127993,2.9000725784150703
2011-08-18,4.427029201821407,3.9511032015368857,4.073946620062342,3.0213973903001463,2.9000725784150703
2011-08-19,4.455811404713009,3.943629381365311,4.083336849344406,3.031432007537603,2.9000725784150703
2011-08-22,4.510421280981821,3.996048293496888,4.135497241591283,3.046310303215012,2.9000725784150703
2011-08-23,4.420540915991552,3.9869015365250116,4.08955969028242,3.017633016787594,2.9000725784150703
2011-08-24,4.333151216546505,3.947433729485789,4.028894396500967,2.984252980375542,2.9000725784150703
2011-08-25,4.346485819016291,3.9255112864454733,4.02390612484721,2.9914898770760607,2.9000725784150703
2011-08-26,4.413899697746644,4.012227963086795,4.099556599035288,3.0112022122436324,2.9000725784150703
2011-08-29,4.366961054252687,4.029407884179602,4.086535609866597,2.997590654267451,2.9000725784150703
2011-08-30,4.439175227845033,4.095083911814112,4.153627652723213,3.0209389349749154,2.9000725784150703
2011-08-31,4.420046765494047,4.088393611915381,4.141285663051674,3.014621681163604,2.9000725784150703
2011-09-01,4.4290317910068175,4.0687100327100465,4.135525730414411,3.023079563128201,2.9000725784150703
2011-09-02,4.502557463402965,4.078151206961618,4.1746504500761805,3.0461304330647185,2.9000725784150703
2011-09-06,4.504316498091458,4.059487591084283,4.1659132931336185,3.0518327750782848,2.9000725784150703
2011-09-07,4.427339887999347,4.052154365003709,4.126553823445219,3.030081716197149,2.9000725784150703
2011-09-08,4.487074218822002,4.085218288117404,4.171227359749807,3.0435422376040395,2.9000725784150703
2011-09-09,4.47643400081735,4.075530992774745,4.1613361107331235,3.0441178081667917,2.9000725784150703
2011-09-12,4.422048920170508,4.026016561939779,4.110779216575963,3.028523421836502,2.9000725784150703
2011-09-13,4.446255317205111,4.065784822840773,4.142333231860957,3.0343758500219664,2.9000725784150703
2011-09-14,4.430100206469455,4.0787854409532995,4.141430508085226,3.031390635197791,2.9000725784150703
2011-09-15,4.388532676572194,4.08164081103592,4.1234506462638105,3.0165658549516796,2.9000725784150703
2011-09-16,4.412241594335848,4.112793721224011,4.150325067023399,3.0246027687926755,2.9000725784150703
2011-09-19,4.38297201880509,4.060542531743349,4.110195015565616,3.02313792865579,2.9000725784150703
2011-09-20,4.418585562065215,4.087115202795106,4.140342373024967,3.034760831493644,2.9000725784150703
2011-09-21,4.39466501269055,4.064989108452211,4.117928126934037,3.033323366259869,2.9000725784150703
2011-09-22,4.343562144703751,4.0177198396508045,4.070043262708401,3.029306416506555,2.9000725784150703
2011-09-23,4.213555516051091,3.8974659572789823,3.9482232943443294,2.9934479648590955,2.9000725784150703
2011-09-26,4.1795083266924555,3.8659728961431274,3.916320093918789,2.98193376218866,2.9000725784150703
2011-09-27,4.217105482322978,3.900749614665591,3.951549715338525,2.9861536204742194,2.9000725784150703
2011-09-28,4.157490044954801,3.8456063664549864,3.895688327581101,2.9732889918707244,2.9000725784150703
2011-09-29,4.176424102581853,3.8631200421983065,3.913430086790114,2.9760192901298805,2.9000725784150703
2011-09-30,4.188996429885626,3.87474922745137,3.9252107208260933,2.9865671164701495,2.9000725784150703
2011-10-03,4.235983967452207,3.9182118868098375,3.96923940151098,3.004477220881492,2.9000725784150703
2011-10-04,4.185772620587857,3.8717672596232617,3.9221899183428963,2.988121044450132,2.9000725784150703
2011-10-05,4.202892927579554,3.887603247407004,3.9382321407874445,2.9841601146445496,2.9000725784150703
2011-10-06,4.213018000795529,3.8969687649666738,3.9477196270151613,2.982580616158803,2.9000725784150703
2011-10-07,4.1915893873258,3.8771476682250245,3.927640396886499,2.974052901232593,2.9000725784150703
2011-10-10,4.24121717011655,3.991794839978122,4.008961850586928,2.9791938293018645,2.9000725784150703
2011-10-11,4.2310797885044105,3.9794949419461036,3.99799433145029,2.982430168124768,2.9000725784150703
2011-10-12,4.24215285483741,4.011188182297234,4.019146149197901,2.980398511734008,2.9000725784150703
