Date,Gross_Equity,Net_Equity
2007-11-09,1.0,1.0
2007-11-12,1.0,1.0
2007-11-13,1.0,1.0
2007-11-14,1.0,1.0
2007-11-15,1.0,1.0
2007-11-16,1.0,1.0
2007-11-19,1.0,1.0
2007-11-20,1.0,1.0
2007-11-21,1.0,1.0
2007-11-23,1.0,1.0
2007-11-26,1.0,1.0
2007-11-27,1.0,1.0
2007-11-28,1.0,1.0
2007-11-29,1.0,1.0
2007-11-30,1.0,1.0
2007-12-03,1.0,1.0
2007-12-04,1.0,1.0
2007-12-05,1.0,1.0
2007-12-06,1.0,1.0
2007-12-07,1.0,1.0
2007-12-10,1.0,1.0
2007-12-11,1.0,1.0
2007-12-12,1.0,1.0
2007-12-13,1.0,1.0
2007-12-14,1.0,1.0
2007-12-17,1.0,1.0
2007-12-18,1.0,1.0
2007-12-19,1.0,1.0
2007-12-20,1.0,1.0
2007-12-21,1.0,1.0
2007-12-24,1.0,1.0
2007-12-26,1.0,1.0
2007-12-27,1.0,1.0
2007-12-28,1.0,1.0
2007-12-31,1.0,1.0
2008-01-02,1.0,1.0
2008-01-03,1.0,1.0
2008-01-04,1.0,1.0
2008-01-07,1.0,1.0
2008-01-08,1.0,1.0
2008-01-09,1.0,1.0
2008-01-10,1.0,1.0
2008-01-11,1.0,1.0
2008-01-14,1.0,1.0
2008-01-15,1.0,1.0
2008-01-16,1.0,1.0
2008-01-17,1.0,1.0
2008-01-18,1.0,1.0
2008-01-22,1.0,1.0
2008-01-23,1.0,1.0
2008-01-24,1.0,1.0
2008-01-25,1.0068348784453094,1.0063348784453094
2008-01-28,1.009854437466246,1.0093467242666172
2008-01-29,1.0071415315731473,1.0066326827304153
2008-01-30,1.008306024564003,1.0077925552768245
2008-01-31,1.0110787464379036,1.0105615395305312
2008-02-01,1.0088483491783948,1.0082872488558252
2008-02-04,1.00696430921434,1.0064019621827174
2008-02-05,1.0059509483233315,1.0053438447334089
2008-02-06,1.004953613022832,1.0043464975762282
2008-02-07,0.9986519172407415,0.9980471185254524
2008-02-08,1.009058865684727,1.0084389422775857
2008-02-11,1.0149467416660112,1.0143078986839507
2008-02-12,1.00878916301788,1.0081526427430185
2008-02-13,1.0051707144255593,1.004485934619308
2008-02-14,1.0031458635860029,1.0024121043702747
2008-02-15,1.003636827480474,1.0029002521589032
2008-02-19,1.00643228863138,1.0056418702098215
2008-02-20,1.0114795718720393,1.0106801392917977
2008-02-21,1.0147845744085568,1.0139754864344495
2008-02-22,1.0143975935674419,1.013582882312774
2008-02-25,1.0111680139821961,1.0103476235203064
2008-02-26,1.0202835053428532,1.0194530528136954
2008-02-27,1.023828086306208,1.022989324669823
2008-02-28,1.035115660426585,1.0342658225121035
2008-02-29,1.0394854600730148,1.038573172883511
2008-03-03,1.0434335454047863,1.0424593450445903
2008-03-04,1.0325286674043699,1.0315059814665157
2008-03-05,1.0375893189303167,1.036558407788271
2008-03-06,1.0344628560641829,1.0334280684863402
2008-03-07,1.0345729543656041,1.0335329340969734
2008-03-10,1.0378610854745214,1.0368164169596739
2008-03-11,1.0323346904792396,1.0312890988028625
2008-03-12,1.0454155986751448,1.0443459491447868
2008-03-13,1.0436944954604606,1.042613784422856
2008-03-14,1.0467163180565797,1.0456297295158479
2008-03-17,1.047129821993647,1.0460375249752836
2008-03-18,1.0419511368633418,1.0408583434175522
2008-03-19,1.0346524090612006,1.033559149478861
2008-03-20,1.0268544519458531,1.0257570176244932
2008-03-24,1.0203012696371632,1.0191978958025794
2008-03-25,1.0307924167670823,1.0296687014129413
2008-03-26,1.0354234232202233,1.034289342251926
2008-03-27,1.0336747641764217,1.0325387922713294
2008-03-28,1.0325944860589713,1.0314554001256255
2008-03-31,1.026449545755662,1.0253157579021666
2008-04-01,1.018923910156561,1.0177443772299437
2008-04-02,1.0266840881514079,1.0254889100334825
2008-04-03,1.0299896909036212,1.0287367879754699
2008-04-04,1.0385435734401582,1.0372262180295158
2008-04-07,1.0429494684485627,1.0413631644726227
2008-04-08,1.0408000694594306,1.0392128481481822
2008-04-09,1.0446391796552636,1.0429602678909538
2008-04-10,1.0437256667799995,1.0420020690696896
2008-04-11,1.044782790866189,1.0427801913651888
2008-04-14,1.0437162116778669,1.0414785278756014
2008-04-15,1.0423255626686496,1.0400881987706296
2008-04-16,1.0460149759724369,1.0436812666245923
2008-04-17,1.0455802119631692,1.0432437873313016
2008-04-18,1.0476285432290493,1.0452840754269035
2008-04-21,1.0460872847767018,1.0437405989837745
2008-04-22,1.0471087777623662,1.0447509181183634
2008-04-23,1.0474072276333344,1.0450423012587282
2008-04-24,1.0419413773663713,1.0395872336958336
2008-04-25,1.0445747955685063,1.0422130413094468
2008-04-28,1.0483845327868941,1.0460128993359454
2008-04-29,1.0437773926453577,1.041413081341723
2008-04-30,1.048950153926843,1.0465722670778994
2008-05-01,1.0512982588942537,1.0488483214400202
2008-05-02,1.0498411643144572,1.0473729308571076
2008-05-05,1.0536581818059954,1.05117539839997
2008-05-06,1.0523294656661009,1.0498390521445338
2008-05-07,1.0510048359683706,1.0484437956802997
2008-05-08,1.0557729675690928,1.0531279078670612
2008-05-09,1.0568937115806682,1.0541731199320534
2008-05-12,1.0577827723089623,1.0549870490430646
2008-05-13,1.052820605819682,1.0500356511458517
2008-05-14,1.0522254788650731,1.0494387363440527
2008-05-15,1.0611056939258978,1.058227628184292
2008-05-16,1.0639715562132568,1.0610832327765862
2008-05-19,1.0658014859793483,1.062902435561344
2008-05-20,1.0671079873863123,1.0642023852054485
2008-05-21,1.0664581450805992,1.0634863298652446
2008-05-22,1.059671908110484,1.0567156787815586
2008-05-23,1.0603418461882272,1.057376805256712
2008-05-27,1.0523949421124275,1.0494469834642466
2008-05-28,1.0521671850836969,1.0491058405131168
2008-05-29,1.044485553056405,1.0412334722683372
2008-05-30,1.048260340719907,1.044993052453227
2008-06-02,1.0477081174179683,1.0441162321724964
2008-06-03,1.0473862315437197,1.043790557933946
2008-06-04,1.044164175656919,1.0404542257971279
2008-06-05,1.053484597315575,1.049514630788599
2008-06-06,1.0593721974048993,1.0550510367675037
2008-06-09,1.0549735312993804,1.0505572696766061
2008-06-10,1.0463622673549855,1.0416070762829468
2008-06-11,1.052326597874219,1.0475395232925397
2008-06-12,1.0461221096457605,1.0408760795978258
2008-06-13,1.0467895067774713,1.0415265316225897
2008-06-16,1.062378229575655,1.0564183653716688
2008-06-17,1.0645897464465355,1.0579233109054424
2008-06-18,1.073242874566399,1.0665167013244166
2008-06-19,1.0621960985670038,1.0548327595678337
2008-06-20,1.0676967433891882,1.0596091669415526
2008-06-23,1.0616011765277142,1.0535583695488993
2008-06-24,1.0642621166218296,1.0559345814840275
2008-06-25,1.0634469160952904,1.0551209272783149
2008-06-26,1.075612414406476,1.0671844804598325
2008-06-27,1.0831327991330042,1.0746422259291764
2008-06-30,1.082967049348081,1.0744720911982437
2008-07-01,1.0859237490566156,1.0774023965263437
2008-07-02,1.0903988075609514,1.0818391211507126
2008-07-03,1.0875255449563745,1.0789873431389567
2008-07-07,1.086416609584672,1.0778852205290401
2008-07-08,1.0866478715182426,1.0781139664139066
2008-07-09,1.0919617508016297,1.083382458674966
2008-07-10,1.0992012399142908,1.0905617826140588
2008-07-11,1.0986219195710905,1.0899791668162842
2008-07-14,1.1042607614357598,1.0955705590394724
2008-07-15,1.1022396314598486,1.0935625564586207
2008-07-16,1.088070742758235,1.0795012517778049
2008-07-17,1.077741674043183,1.0687262349884536
2008-07-18,1.0681943371087577,1.0587433834613575
2008-07-21,1.0834735218870912,1.0738856124351037
2008-07-22,1.055989671020643,1.0466419585795699
2008-07-23,1.0380488049804684,1.0286299854759187
2008-07-24,1.0464563257460726,1.0362064069433028
2008-07-25,1.0423496468291948,1.0313795798813423
2008-07-28,1.0487928166853608,1.037005680882375
2008-07-29,1.0422247607780326,1.030248165991641
2008-07-30,1.0461865393224288,1.0341632984586882
2008-07-31,1.0515329761896315,1.039185613806239
2008-08-01,1.0502031821173623,1.0378696713302398
2008-08-04,1.0406136520552804,1.0283920540134903
2008-08-05,1.0543042813897645,1.0409640243757947
2008-08-06,1.0508108697598415,1.0375082442523014
2008-08-07,1.0592985600180835,1.04491394777266
2008-08-08,1.063428880452118,1.0489277389959164
2008-08-11,1.0655660358779178,1.0506231056829296
2008-08-12,1.0668712016256021,1.0514831674776612
2008-08-13,1.066884005498997,1.051435289461554
2008-08-14,1.071407153252914,1.0558330187925038
2008-08-15,1.0761403592986367,1.0604916474809196
2008-08-18,1.0756528779204135,1.0600072359196901
2008-08-19,1.0739855573312276,1.0583037944586182
2008-08-20,1.0771796395264033,1.061449400521767
2008-08-21,1.0762040504672457,1.0604849941293997
2008-08-22,1.0749456658566157,1.0592326164379409
2008-08-25,1.0790650952844405,1.0632871795234011
2008-08-26,1.0810174351901467,1.065209038860415
2008-08-27,1.0822889816826835,1.066459355522753
2008-08-28,1.0837454474361623,1.0678372861807381
2008-08-29,1.0819716886514863,1.0660861377660769
2008-09-02,1.0863312648904166,1.070379984841532
2008-09-03,1.087980630687829,1.0719460441577078
2008-09-04,1.0923797900983407,1.076276161548078
2008-09-05,1.0919357888846792,1.0758354096273637
2008-09-08,1.10017559692528,1.0839491783787238
2008-09-09,1.1030578502885453,1.086497359955943
2008-09-10,1.1031560970813286,1.0865905504337148
2008-09-11,1.1041786388951205,1.087302011005294
2008-09-12,1.0929414225903713,1.0762357097464366
2008-09-15,1.1005702326140065,1.083685109940742
2008-09-16,1.1023852565976477,1.0854126259633285
2008-09-17,1.0981130660743557,1.0811464545928122
2008-09-18,1.099661552457512,1.082609799628073
2008-09-19,1.0942888234471049,1.077313021356353
2008-09-22,1.0879365943207064,1.070481136659444
2008-09-23,1.0880767674885845,1.07059573900099
2008-09-24,1.0960980266719191,1.0783267897298185
2008-09-25,1.0940820189877614,1.0763406509627291
2008-09-26,1.100969594791476,1.0829990173076882
2008-09-29,1.1227409855966706,1.104251624027719
2008-09-30,1.135788895910243,1.1169180331488038
2008-10-01,1.1446653723067317,1.1255269561402705
2008-10-02,1.1576188602892832,1.138261431565399
2008-10-03,1.159470813486806,1.1400804762082168
2008-10-06,1.1765874194116366,1.1569104006506592
2008-10-07,1.1702825441171916,1.1507108702207534
2008-10-08,1.166734572439985,1.1470432871025225
2008-10-09,1.166993535927927,1.1472940990151734
2008-10-10,1.1644071445282285,1.1445728710969283
2008-10-13,1.1572956230151432,1.1375818918796075
2008-10-14,1.1537675627856512,1.1341104420207002
2008-10-15,1.1661369949229752,1.146267351255794
2008-10-16,1.1668742937199426,1.1469906104070804
2008-10-17,1.164394642301964,1.1445528088487162
2008-10-20,1.1736181312421532,1.153619012836002
2008-10-21,1.1871189813184093,1.1668872303859403
2008-10-22,1.2056971455317371,1.185141293639205
2008-10-23,1.2058193385269012,1.185255924052225
2008-10-24,1.217575384249075,1.196810402371666
2008-10-27,1.217976827924494,1.197189493920452
2008-10-28,1.2022452642761703,1.1817261645973873
2008-10-29,1.1889140304916899,1.1686214730475173
2008-10-30,1.1831755859440323,1.162971577302389
2008-10-31,1.1855303048312598,1.1652848849217714
2008-11-03,1.190123759752654,1.1697947131591353
2008-11-04,1.1870853893570923,1.1668034729729815
2008-11-05,1.1958889853677128,1.175448112865687
2008-11-06,1.2007824552417967,1.1802566996460275
2008-11-07,1.1956409792028961,1.175200436241259
2008-11-10,1.1988743419182168,1.178378180193179
2008-11-11,1.210335446161929,1.1896432106773474
2008-11-12,1.2154495077669714,1.1946658516110256
2008-11-13,1.1914452166723126,1.1710706710083603
2008-11-14,1.2078070897670727,1.1871491761562056
2008-11-17,1.2097944274497896,1.1890927920489687
2008-11-18,1.2189369896857438,1.1980773545991241
2008-11-19,1.2355440527921644,1.2143990362164923
2008-11-20,1.2689574270853687,1.2472299961607984
2008-11-21,1.2576822201659648,1.2361108752520447
2008-11-24,1.2315678154123142,1.2104421306127566
2008-11-25,1.246208152174206,1.2244539400417929
2008-11-26,1.2507326481722567,1.2288936109751425
2008-11-28,1.2598081989560694,1.2378088937511154
2008-12-01,1.282360351649658,1.25996633495139
2008-12-02,1.2812855848193374,1.2588991266771512
2008-12-03,1.2831325287285236,1.2607128231994305
2008-12-04,1.2903588292092334,1.2678124704129174
2008-12-05,1.284312009018734,1.2618693347597765
2008-12-08,1.2742680466018486,1.2519980332266487
2008-12-09,1.2865335584954234,1.2640476589221097
2008-12-10,1.2819711152166788,1.2595603570430605
2008-12-11,1.2732549077422846,1.2509944299364837
2008-12-12,1.272165516794208,1.2499236368104172
2008-12-15,1.26837604812319,1.2461977734047898
2008-12-16,1.2716812757646754,1.2492429498554865
2008-12-17,1.280777240931443,1.2580325114052107
2008-12-18,1.3017379878307167,1.278474090693912
2008-12-19,1.3042683863749218,1.2809569285307714
2008-12-22,1.3060731550935245,1.2827260360481507
2008-12-23,1.30941838342049,1.2860091303806578
2008-12-24,1.3107835919575004,1.2873190493710742
2008-12-26,1.313113593866052,1.2894457059808127
2008-12-29,1.3187616136223093,1.2949904373673584
2008-12-30,1.321426299536627,1.2976025884559397
2008-12-31,1.3191640534869056,1.295380650965594
2009-01-02,1.3108836811272768,1.2872446972950746
2009-01-05,1.3149706101639833,1.291113672289254
2009-01-06,1.3118964834423135,1.2879477718289956
2009-01-07,1.304895849804514,1.2809277504943852
2009-01-08,1.3040766460177982,1.2799670670965393
2009-01-09,1.3126516935718728,1.2882456460827112
2009-01-12,1.316595149706689,1.2921035969250028
2009-01-13,1.3202557911675878,1.2956899151224255
2009-01-14,1.3229518223706418,1.2983256572446558
2009-01-15,1.3239086880721804,1.2992622820448299
2009-01-16,1.3201227472283528,1.2955283263698032
2009-01-20,1.323375786901934,1.298596934751332
2009-01-21,1.3105592161147557,1.2860063404142494
2009-01-22,1.3045054400786917,1.280051720341753
2009-01-23,1.3062086547149185,1.2817140235185387
2009-01-26,1.298328403885192,1.2739752138282245
2009-01-27,1.3098401050466033,1.285268949133203
2009-01-28,1.3078874674991576,1.283338896048715
2009-01-29,1.3013088429938486,1.2768802506929267
2009-01-30,1.3098779741698667,1.2852820589643077
2009-02-02,1.3071365461131061,1.282578841034575
2009-02-03,1.296397869614726,1.2720300584659037
2009-02-04,1.2988169458933325,1.27439098833726
2009-02-05,1.2969204552060227,1.272529028619142
2009-02-06,1.296540769991208,1.2721555286161448
2009-02-09,1.2941808941888961,1.2698363789545608
2009-02-10,1.3075635033868054,1.282963729790483
2009-02-11,1.3157821667206255,1.2909509009487596
2009-02-12,1.318892453097486,1.2939985153454683
2009-02-13,1.3109498330444458,1.2862040257607958
2009-02-17,1.328836175140661,1.3037494288130576
2009-02-18,1.3292333352960646,1.3041317471179463
2009-02-19,1.3190630235171148,1.2941502717746864
2009-02-20,1.3184570531992381,1.293546833736452
2009-02-23,1.3236006621565877,1.2985815085928698
2009-02-24,1.3117370192457887,1.2869305934881634
2009-02-25,1.3058695294066627,1.2811313366514097
2009-02-26,1.300067556888545,1.2750860598297056
2009-02-27,1.2990294873455814,1.2740637436970739
2009-03-02,1.3044644707334128,1.2793798502101486
2009-03-03,1.3004911722411419,1.2754814920687383
2009-03-04,1.2929503238342888,1.2680853654557773
2009-03-05,1.3099405560880761,1.284642290869408
2009-03-06,1.309625270032312,1.2843265872431175
2009-03-09,1.3027339796265585,1.2774609542847686
2009-03-10,1.2940425790905685,1.2689330070596367
2009-03-11,1.2964508586114738,1.2712907746462077
2009-03-12,1.2999379049725737,1.274702996254053
2009-03-13,1.3024702016110343,1.2770790401913041
2009-03-16,1.2955503487444702,1.2701867928438522
2009-03-17,1.29079560573795,1.2655113665289983
2009-03-18,1.3058213647894872,1.2799817209745208
2009-03-19,1.3112544282228984,1.285215414671765
2009-03-20,1.3100559829567286,1.2837784189083912
2009-03-23,1.303051135703037,1.2769128243223227
2009-03-24,1.300620880937187,1.27451952460887
2009-03-25,1.2960331730262495,1.2700226299933401
2009-03-26,1.3010237704963048,1.2749096368661421
2009-03-27,1.3023813627592242,1.2762330128979593
2009-03-30,1.303584133901366,1.2774093127798858
2009-03-31,1.3083084336302269,1.281773478394609
2009-04-01,1.3117381150101806,1.284867418761459
2009-04-02,1.2996839628608103,1.2730328543924412
2009-04-03,1.2903845034050727,1.2638119286553207
2009-04-06,1.2866225104104263,1.260118112389463
2009-04-07,1.290891085843408,1.2642913596583158
2009-04-08,1.2965986758999797,1.2696079638047273
2009-04-09,1.2962843700559867,1.269293788108238
2009-04-13,1.3057388159564682,1.2784617636584799
2009-04-14,1.306660187248577,1.2793584413015202
2009-04-15,1.3103204564556987,1.2829420209586195
2009-04-16,1.3076691009640515,1.2802551175039212
2009-04-17,1.3072544546723375,1.2797398526704375
2009-04-20,1.315504080166452,1.2877065759430768
2009-04-21,1.312545899486634,1.284808758905279
2009-04-22,1.3129014228732643,1.2850517038927707
2009-04-23,1.3154715373202008,1.2874836103997584
2009-04-24,1.3170500203944076,1.289017066976094
2009-04-27,1.3187140079991404,1.290640121679442
2009-04-28,1.3121348788553238,1.284067380901533
2009-04-29,1.31743618084689,1.2891997961969313
2009-04-30,1.3173235230214746,1.2890852681508211
2009-05-01,1.3165768955247255,1.2883514270964
2009-05-04,1.329307220793372,1.3005975642578593
2009-05-05,1.33381138549601,1.3047903654696875
2009-05-06,1.3438297519594116,1.314375977536466
2009-05-07,1.3347595326924055,1.305503748443023
2009-05-08,1.3476118816866391,1.3179969489611185
2009-05-11,1.3458074628064896,1.3161539969769105
2009-05-12,1.3546653834170048,1.3248118692341717
2009-05-13,1.3494593336134582,1.31971629349504
2009-05-14,1.3503409798311579,1.3205719627819463
2009-05-15,1.3494017450921958,1.31965226283931
2009-05-18,1.353315543601765,1.323403295801942
2009-05-19,1.3611208195913154,1.3310319446639602
2009-05-20,1.3699980203013082,1.3397072132684507
2009-05-21,1.3661738172785671,1.3359590896914897
2009-05-22,1.3683671833613416,1.3380989072848022
2009-05-26,1.367891493349832,1.3376304960348429
2009-05-27,1.3613417275713582,1.3312220244719846
2009-05-28,1.3697918741436832,1.3394750928485593
2009-05-29,1.3907379156383706,1.359871449414761
2009-06-01,1.3930220681382515,1.3620912243112662
2009-06-02,1.4014002630627729,1.370253177256659
2009-06-03,1.3900786982088622,1.3591790685077463
2009-06-04,1.393835222310393,1.3628143915093505
2009-06-05,1.3817601893202887,1.3509858504995829
2009-06-08,1.3768123811737423,1.3461432581922457
2009-06-09,1.385188584897093,1.3543278796477458
2009-06-10,1.3839142948307712,1.3530792077265397
2009-06-11,1.3906994571515428,1.3597117824980498
2009-06-12,1.389229423134252,1.3582727053864847
2009-06-15,1.3753556759477024,1.3446791640815923
2009-06-16,1.3736654439221054,1.3430229442743624
2009-06-17,1.3750556189519219,1.3443734786168648
2009-06-18,1.367493562128478,1.3369613657505888
2009-06-19,1.3743722561331828,1.3436792598056855
2009-06-22,1.3615250841987445,1.3311171756022466
2009-06-23,1.3685206285882483,1.3379511194962908
2009-06-24,1.3711362058882244,1.3405020869862652
2009-06-25,1.3852510960893176,1.3542845296628012
2009-06-26,1.3870276069275216,1.3560190782602288
2009-06-29,1.3885891725791668,1.3575432043338862
2009-06-30,1.3836717190752228,1.352722867016321
2009-07-01,1.3895566472439422,1.35847267575391
2009-07-02,1.3764572092044058,1.3456581881279694
2009-07-06,1.3735431300810848,1.3428057807621974
2009-07-07,1.3645026434991359,1.333961617224115
2009-07-08,1.3658318683436428,1.3352539558994525
2009-07-09,1.3696404043570065,1.3389740788198192
2009-07-10,1.3682716936220647,1.337633324396726
2009-07-13,1.3747896921353318,1.344001943500281
2009-07-14,1.376637798261537,1.3458029388166333
2009-07-15,1.3883318743474373,1.3572292232406125
2009-07-16,1.393143541265713,1.3618851078724004
2009-07-17,1.394301668895704,1.3629751630864684
2009-07-20,1.408837789411038,1.3771404734966464
2009-07-21,1.416580110336433,1.3847057543543053
2009-07-22,1.4159622394419538,1.38408702354984
2009-07-23,1.4241046607167192,1.3920414128466256
2009-07-24,1.4286367778141922,1.3964053193659767
2009-07-27,1.430495722072499,1.398218225591188
2009-07-28,1.4257687407068185,1.3935948731817531
2009-07-29,1.4217408663056443,1.3895921530533533
2009-07-30,1.4366914362330614,1.4041421045889584
2009-07-31,1.4546017388049093,1.4216431884155898
2009-08-03,1.4638988372679818,1.4307217973017186
2009-08-04,1.4665613682381455,1.4333175522274135
2009-08-05,1.4679055935616496,1.4346219968698959
2009-08-06,1.4625306696805935,1.4293648894869295
2009-08-07,1.4644188725070784,1.4312051504271701
2009-08-10,1.4635637169058255,1.4303573173967976
2009-08-11,1.458801040398534,1.4256947906570794
2009-08-12,1.4617982587041147,1.4286192569010672
2009-08-13,1.4716670349624719,1.4382488395889386
2009-08-14,1.4615083176069676,1.4283158639315823
2009-08-17,1.439867211252766,1.4071619024037467
2009-08-18,1.448706559663761,1.4157839678250332
2009-08-19,1.4547644119308782,1.4217015120514747
2009-08-20,1.4613110060857377,1.428094279380813
2009-08-21,1.4719140966792466,1.43845046829492
2009-08-24,1.471914922644293,1.4384465350874605
2009-08-25,1.474377914242708,1.440841399083349
2009-08-26,1.4769067522480628,1.4432883356756145
2009-08-27,1.4777489771987196,1.4441045953188216
2009-08-28,1.482969181660108,1.449196305311476
2009-08-31,1.4791220822965145,1.4454217934562639
2009-09-01,1.4665876326816636,1.4331613158431427
2009-09-02,1.4741284887465183,1.4405233625522726
2009-09-03,1.4845656689863835,1.4507133786860067
2009-09-04,1.4905804412635182,1.4565856179026389
2009-09-08,1.501548821829023,1.46730220176432
2009-09-09,1.503443888278252,1.46914557476883
2009-09-10,1.5171596942101104,1.4825365666661112
2009-09-11,1.5207042377197322,1.48599410671835
2009-09-14,1.51866979795484,1.484000778613503
2009-09-15,1.5265595072196985,1.491695078738131
2009-09-16,1.5421965968781381,1.5069708690600352
2009-09-17,1.5426602272858239,1.5074119725414035
2009-09-18,1.5372568225207546,1.5021277674357834
2009-09-21,1.531442962480941,1.4964424447554299
2009-09-22,1.5422463996179252,1.5069944766846197
2009-09-23,1.5331106718457768,1.498063822769792
2009-09-24,1.5215411112485808,1.4867549022346906
2009-09-25,1.5208181885874708,1.486044822334525
2009-09-28,1.5313319056641268,1.4963150276597568
2009-09-29,1.5283337933563301,1.4933738800354432
2009-09-30,1.5358973547131087,1.5007586909545942
2009-10-01,1.518748102922879,1.483893378212427
2009-10-02,1.512934660184519,1.4781902995036844
2009-10-05,1.5276652650192446,1.4925768351669897
2009-10-06,1.5382133638173414,1.5027713883393612
2009-10-07,1.5444859580468229,1.5087866607034774
2009-10-08,1.5506400597137404,1.5147965478460135
2009-10-09,1.5460326445537025,1.5101804479063556
2009-10-12,1.5517845577649025,1.515785255430852
2009-10-13,1.5538753205088998,1.517825348426376
2009-10-14,1.5632647452733732,1.5269905572975448
2009-10-15,1.5604549135496086,1.5242276454659045
2009-10-16,1.5568963137738283,1.5207460653145324
2009-10-19,1.5679249558988906,1.5315143496472976
2009-10-20,1.565045961255544,1.5287002491127153
2009-10-21,1.5634485451297164,1.5271350940121562
2009-10-22,1.5704464732784995,1.5339651050745609
2009-10-23,1.5623779811109253,1.5260765617275596
2009-10-26,1.5498125315651896,1.513798129831915
2009-10-27,1.5477913327864707,1.5118118267787872
2009-10-28,1.5272918656161367,1.4917804971046438
2009-10-29,1.5480300879826345,1.5120227291915307
