sma_fast,sma_slow,rsi_period,rsi_lower,rsi_upper,macro_gate,total_return,sharpe,max_dd,win_rate,profit_factor,expectancy,total_trades,passes_filters
50,200,21,35,65,unrate_only,-24.964877450692345,-0.6674749646214514,27.149336093030662,35.13513513513514,0.44285920509228627,-33.73632087931398,74,False
100,150,21,35,65,neither,-36.69135692376796,-0.6965241897119405,37.069212146426025,35.59322033898305,0.5199661547758263,-31.094370274379685,118,False
50,250,14,30,70,unrate_only,-26.679350666338227,-0.7024711418967757,30.25100839910883,35.80246913580247,0.3669523303741379,-32.93746995844232,81,False
50,250,10,35,65,unrate_only,-21.264020946343855,-0.7030540810994014,23.910400816810185,38.88888888888889,0.46377575611483857,-23.626689940381976,90,False
100,200,10,40,60,unrate_only,-19.49488837154813,-0.7048968891805689,22.074828398740816,40.69767441860465,0.4561093910463032,-22.668474850637296,86,False
100,150,21,35,65,payems_only,-33.38723926234465,-0.7075370813333103,34.798236745979935,35.64356435643564,0.5128405590727907,-33.05667253697492,101,False
50,250,21,30,70,unrate_only,-28.90451570595274,-0.714463566821214,30.982609591386627,27.536231884057973,0.3555609742703438,-41.89060247239531,69,False
100,150,10,40,60,unrate_only,-20.740619180194262,-0.7235289976506388,23.41034601022821,40.65934065934066,0.45840493435829616,-22.791889209004697,91,False
50,150,14,30,70,unrate_only,-27.56653494874109,-0.73136187010315,30.34752012674694,36.144578313253014,0.3699956262633172,-33.21269270932657,83,False
50,150,14,35,65,unrate_only,-25.0111850958952,-0.7412866269615738,28.374672113926756,36.25,0.43496919667779066,-31.263981369868993,80,False
100,250,14,45,55,unrate_only,-15.167825761588338,-0.7566056490866433,16.996054933772236,33.33333333333333,0.3808471080612748,-21.06642466887272,72,False
100,250,10,40,60,unrate_only,-18.592257410388765,-0.7654716639765702,20.21321339640435,40.50632911392405,0.397889477570242,-23.534503051125064,79,False
50,250,21,40,60,unrate_only,-23.132418364041804,-0.7743628939489182,27.028576476464565,37.5,0.4460454078967072,-28.915522955052356,80,False
50,200,10,35,65,unrate_only,-22.72591831826704,-0.7780267504284077,25.468534704623647,37.2093023255814,0.41417840231996905,-26.425486416589628,86,False
50,250,10,30,70,unrate_only,-26.733646760979983,-0.7883294689857626,29.64367124147295,38.82352941176471,0.3549523470581075,-31.451349130564623,85,False
50,200,14,35,65,unrate_only,-26.27483153004306,-0.7928807292864355,29.54008640293925,35.064935064935064,0.39557200091181155,-34.12315783122479,77,False
100,200,14,30,70,neither,-39.750775967377464,-0.7948749191401705,42.06638641573056,35.76642335766424,0.5001856241703899,-28.75210267851015,138,False
50,100,14,40,60,unrate_only,-22.54172886204544,-0.8035693803857478,25.657036237093124,36.666666666666664,0.4313092183854281,-25.04636540227268,90,False
50,150,10,35,65,unrate_only,-23.65636917772819,-0.8062035848836224,26.365961945837647,36.26373626373626,0.4166727437994474,-25.99601008541572,91,False
50,200,14,40,60,unrate_only,-22.163962729558424,-0.8194086637842037,24.926046609663466,34.93975903614458,0.39136719691905897,-26.703569553684865,83,False
50,200,14,30,70,unrate_only,-29.94585002002179,-0.8204894160933474,32.59573308582878,33.33333333333333,0.2958344272855176,-38.392115410284354,78,False
50,200,21,30,70,unrate_only,-32.11878286405347,-0.8243499274661731,34.10292494658841,27.536231884057973,0.32686456525430174,-46.548960672541305,69,False
50,150,14,40,60,unrate_only,-22.592710070837757,-0.8334130295472271,25.383610274942676,34.48275862068966,0.39512428568829716,-25.968632265330722,87,False
50,100,21,35,65,unrate_only,-31.937928803400627,-0.8349618366379811,32.80460035216246,30.0,0.38639534316332735,-39.92241100425075,80,False
100,200,14,45,55,unrate_only,-18.496943706646814,-0.846012180624673,19.303953348581203,34.146341463414636,0.3557516012299384,-22.557248422739978,82,False
