Date,Gross_Equity,Net_Equity
2008-01-25,1.006834647354156,1.0063346473541561
2008-01-28,1.0098540873264752,1.0093463749316227
2008-01-29,1.0071413011072627,1.0066324530686475
2008-01-30,1.0083054924005646,1.0077920239469833
2008-01-31,1.0110787784027513,1.0105615718899383
2008-02-01,1.0078035125066682,1.0072822694063448
2008-02-04,1.0059214515942696,1.0053558197688899
2008-02-05,1.002494033081927,1.0019257515559428
2008-02-06,1.0014999074349396,1.0008866530072438
2008-02-07,0.9952194773083445,0.9946085840542528
2008-02-08,1.005590847875053,1.004964795089612
2008-02-11,1.0114590760545827,1.0108141200589422
2008-02-12,1.0053219430446754,1.0046793526124598
2008-02-13,1.000333037191033,0.9996914155386964
2008-02-14,0.9977723702747345,0.997082107290789
2008-02-15,0.9982600401501508,0.9975192872765867
2008-02-19,1.0004814425334108,0.9997368457693702
2008-02-20,1.0054985047920846,1.0046978717987594
2008-02-21,1.0087841347823048,1.0079738835805758
2008-02-22,1.0083992530994064,1.0075834135987312
2008-02-25,1.0051889945277213,1.0043675282105715
2008-02-26,1.0142502064458647,1.0134186837922161
2008-02-27,1.0177737862290137,1.016933981729713
2008-02-28,1.028995191249712,1.0281443090980569
2008-02-29,1.0307353108632016,1.0298783796373316
2008-03-03,1.0345489357426343,1.0336295740964787
2008-03-04,1.0229966645921127,1.0220296586893787
2008-03-05,1.0280108921963358,1.0269818861128608
2008-03-06,1.0249136456010943,1.0238808240013286
2008-03-07,1.0250215884708371,1.0239835828846648
2008-03-10,1.0282799441510246,1.027237309791192
2008-03-11,1.0228043756224308,1.0217608649653702
2008-03-12,1.0357647465156696,1.0346973040574732
2008-03-13,1.0340590156176,1.0329806263585612
2008-03-14,1.037053249548219,1.0359690147457337
2008-03-17,1.0374627862042558,1.0363728922401885
2008-03-18,1.0323319777812903,1.031241630907682
2008-03-19,1.0251001586736377,1.0240094033278353
2008-03-20,1.017374683363961,1.01627984814232
2008-03-24,1.0108817729694166,1.0097811016244633
2008-03-25,1.0212767217364207,1.0201558183040307
2008-03-26,1.025864889583196,1.0247336823374635
2008-03-27,1.024131785737039,1.0229987188163914
2008-03-28,1.0230615007849637,1.0219253568575095
2008-03-31,1.0169735001751001,1.0158426508788831
2008-04-01,1.005881262102938,1.0047572383052232
2008-04-02,1.0135432708588112,1.0123580750133614
2008-04-03,1.0163023734014742,1.0151087726261625
2008-04-04,1.0240852379598007,1.0228292109774764
2008-04-07,1.026826827867867,1.0255137475091587
2008-04-08,1.0247112286942546,1.023136341976735
2008-04-09,1.0264745563174809,1.0248940457786002
2008-04-10,1.0248553611684632,1.0231930816081243
2008-04-11,1.023051988115659,1.02134733601039
2008-04-14,1.0206390285985925,1.0186663732830497
2008-04-15,1.0192792874133871,1.0170782514063998
2008-04-16,1.0199301118654849,1.017724818893718
2008-04-17,1.0195057331119182,1.0172154833678475
2008-04-18,1.0215027988960008,1.0192046833168427
2008-04-21,1.0200001628221558,1.0176999011319348
2008-04-22,1.0209965409882074,1.0186853728037037
2008-04-23,1.021287415592251,1.0189693541359013
2008-04-24,1.0159578838597791,1.0136503988845922
2008-04-25,1.018525964308153,1.0162110275429792
2008-04-28,1.0222402258693546,1.0199156133523286
2008-04-29,1.0177483126855376,1.0154308929264926
2008-04-30,1.022791904864843,1.0204611891498194
2008-05-01,1.0248150101898688,1.0224763789196147
2008-05-02,1.023394514383895,1.0209863390855416
2008-05-05,1.027115171513257,1.0246928059808333
2008-05-06,1.0258200170810483,1.0233902145709524
2008-05-07,1.022300510041776,1.0198106508632512
2008-05-08,1.0266227983104363,1.0239873004217546
2008-05-09,1.0270616977868454,1.024353234048977
2008-05-12,1.02722649870213,1.0244457355682972
2008-05-13,1.0224079558442567,1.0195698480562496
2008-05-14,1.0218297254871274,1.018989958431698
2008-05-15,1.0301660504930097,1.0272989905652732
2008-05-16,1.0329487690256927,1.0300075638475483
2008-05-19,1.0347253595948187,1.0317735037212457
2008-05-20,1.0359936760962973,1.03303529116568
2008-05-21,1.0342860732896784,1.0313292792850717
2008-05-22,1.0277042824613274,1.0247005746181477
2008-05-23,1.028354432658753,1.0253420919974898
2008-05-27,1.0206473368951288,1.0176525888645704
2008-05-28,1.0194423984709633,1.0164450015039017
2008-05-29,1.0125058174750226,1.0094157815617755
2008-05-30,1.0161649598768354,1.012860028834914
2008-06-02,1.0129257441626962,1.0096266375438938
2008-06-03,1.012614572475404,1.009000936274661
2008-06-04,1.0087942476637655,1.0051922106947762
2008-06-05,1.0140172955555318,1.010276574546103
2008-06-06,1.0151562522839954,1.011192497849056
2008-06-09,1.01017962355788,1.0059111060515258
2008-06-10,1.002726031580232,0.9983866306099493
2008-06-11,1.0084416794356417,1.00371382269114
2008-06-12,1.0023546794101041,0.9976530670584215
2008-06-13,1.0029940061833176,0.9978234089067067
2008-06-16,1.0013601056511885,0.9961885141446902
2008-06-17,0.9928808594450054,0.9871708804105762
2008-06-18,1.0009524035669968,0.9945421574085227
2008-06-19,0.994051287709657,0.9876766423319864
2008-06-20,1.003203776145538,0.996124470800293
2008-06-23,0.9974760134166479,0.9897905240578712
2008-06-24,0.998585573090699,0.9908899635857793
2008-06-25,0.9974210219422251,0.9897293888731763
2008-06-26,1.0088304681861782,1.0008010588419447
2008-06-27,1.0158841946901136,1.0077951614790186
2008-06-30,1.0157283431820507,1.0076352200479548
2008-07-01,1.0185022123821859,1.0103839828904606
2008-07-02,1.022698299361234,1.0145436076003265
2008-07-03,1.0200040359294023,1.011869824172043
2008-07-07,1.0189643578449772,1.010836662192812
2008-07-08,1.0191812717572677,1.0110511881058417
2008-07-09,1.0241647709768866,1.0159915051201527
2008-07-10,1.0309545685985995,1.0227240369055757
2008-07-11,1.0304110434190872,1.0221774897432863
2008-07-14,1.035700499569665,1.0274217823031304
2008-07-15,1.033804865597504,1.0255386946245741
2008-07-16,1.0205161771342262,1.0123525491961831
2008-07-17,1.0133545148821315,1.005239992383089
2008-07-18,1.0043775612942598,0.9955970936138715
2008-07-21,1.0187439268638092,1.0098361995129903
2008-07-22,0.9929020344765741,0.9842174301098549
2008-07-23,0.9633936066443545,0.9549646850808856
2008-07-24,0.955703543135,0.9471307441767437
2008-07-25,0.9499364538762547,0.9407276523569248
2008-07-28,0.9550759633256303,0.9451342540176877
2008-07-29,0.9496195203995192,0.9390570244811618
2008-07-30,0.953229316362863,0.9423922889180475
