Date,Gross_Equity,Net_Equity
2020-06-17,0.9994677010765604,0.9989677010765604
2020-06-18,0.9991364604044588,0.9986307889445026
2020-06-19,0.9974682870037654,0.9969540176673019
2020-06-22,0.9997295381779294,0.9988005234471781
2020-06-23,1.0015213194391597,1.0001894899236747
2020-06-24,0.9948884110683661,0.9931694556734374
2020-06-25,0.9973058110600418,0.9955284977928562
2020-06-26,0.994109942694583,0.9923204176780225
2020-06-29,0.9960292301378426,0.994147109475
2020-06-30,0.9966833987629997,0.9947816395029072
2020-07-01,0.997920901683966,0.9959672652866076
2020-07-02,1.0001290025559828,0.9981389284123308
2020-07-06,1.0038143447721106,1.0017829562216547
2020-07-07,1.0020622982780676,0.9999792640083277
2020-07-08,1.0043435643901537,1.0022043745436284
2020-07-09,1.003467391285579,1.0013074698064774
2020-07-10,1.004176977429296,1.0019558490021814
2020-07-13,1.0027900372854799,1.0004994758962338
2020-07-14,1.005894068125756,1.0035611100269268
2020-07-15,1.0083153610417481,1.0059019311461643
2020-07-16,1.0071979068420294,1.0047595865166146
2020-07-17,1.0088797579336997,1.0064193714859049
2020-07-20,1.0107981185805597,1.0083310321433323
2020-07-21,1.013310498037033,1.0108312034265778
2020-07-22,1.0151497307346216,1.0126582221790195
2020-07-23,1.013747637924923,1.0112435371893154
2020-07-24,1.0129379473705324,1.0104092289543567
2020-07-27,1.0157750368669787,1.0132244679507185
2020-07-28,1.0147364255763258,1.0121549364388829
2020-07-29,1.0186385668677056,1.016035759159324
2020-07-30,1.0163533336750963,1.0137422141110863
2020-07-31,1.015458133070116,1.0128284134821417
2020-08-03,1.0171933771604806,1.0145109992709702
2020-08-04,1.0198094754682632,1.017082475187159
2020-08-05,1.0212198820746743,1.0184629961333975
2020-08-06,1.022955730646937,1.0201744692709278
2020-08-07,1.0213560525009755,1.0185649530674084
2020-08-10,1.0220829378679457,1.0192634903676323
2020-08-11,1.0191800337725605,1.0163470110799953
2020-08-12,1.0266871163848756,1.0233247553239826
2020-08-13,1.0233544448389038,1.019748780789347
2020-08-14,1.021634658130694,1.0179644623181443
2020-08-17,1.0285536028943518,1.0248511758897816
2020-08-18,1.0293509554439773,1.0256344940167557
2020-08-19,1.0241925083238546,1.020484152848006
2020-08-20,1.0243093633645572,1.0205409645585184
2020-08-21,1.0221872202439923,1.0183865881890923
2020-08-24,1.0306920668823292,1.0267955056875784
2020-08-25,1.0339850807540947,1.029997272003854
2020-08-26,1.0401466186253894,1.0361175107259246
2020-08-27,1.0372085553929802,1.0331675127310798
2020-08-28,1.0439928757476713,1.0398900343638113
2020-08-31,1.0419006241610043,1.0372054048932566
2020-09-01,1.043761892155974,1.039014015852804
2020-09-02,1.047537743926121,1.0426618462805077
2020-09-03,1.039418853127222,1.0344680219865257
2020-09-04,1.0381707685270636,1.0330997086861728
2020-09-08,1.0213583275251674,1.0155798218731589
2020-09-09,1.029981077156392,1.0234432201915218
2020-09-10,1.019095095658901,1.0119679244400552
2020-09-11,1.022234869628985,1.0143513686678374
2020-09-14,1.0232641009017216,1.0146054499878507
2020-09-15,1.0267175948383447,1.017318738433282
2020-09-16,1.0268015830140675,1.0166978262290878
2020-09-17,1.0264217889811862,1.016279876187966
2020-09-18,1.0246191349575202,1.014408555063266
2020-09-21,1.0203004181458082,1.0100297196626584
2020-09-22,1.020553700697073,1.010140571275181
2020-09-23,1.020077803484882,1.0095117792662425
2020-09-24,1.0199551811268466,1.0092226789626826
2020-09-25,1.0202722653308514,1.00953412129207
2020-09-28,1.02041474436573,1.0096683404523623
2020-09-29,1.0200684181335746,1.0092857042609444
2020-09-30,1.0197600062444723,1.008948113997616
2020-10-01,1.02000092656569,1.0091523940168785
2020-10-02,1.019689286544171,1.008794270622438
2020-10-05,1.019972688471636,1.0090423018201062
2020-10-06,1.013426339166526,1.0016795568524672
2020-10-07,1.0201344938697852,1.0079294056154584
2020-10-08,1.0268299521866942,1.0141556957385813
2020-10-09,1.0314588047398265,1.0186424201314639
2020-10-12,1.0374350893485782,1.0243748747094705
2020-10-13,1.0294161339818946,1.01636264226092
2020-10-14,1.026653717284709,1.0135345294431402
2020-10-15,1.023252090042559,1.0098289598012902
2020-10-16,1.0229394720643563,1.0088720664656696
2020-10-19,1.016418973056945,1.0017253568248892
2020-10-20,1.0209748378487724,1.0060501786793734
2020-10-21,1.019343992656487,1.0043389497754107
2020-10-22,1.021868481295233,1.006673527295485
2020-10-23,1.0242937450011151,1.008981133475371
2020-10-26,1.0098705117475502,0.994667729199387
2020-10-27,1.0071574306727502,0.9915312724039798
2020-10-28,0.9962558882397622,0.9802345677362384
2020-10-29,0.9946733286235924,0.9778718512050336
2020-10-30,0.9942525844653125,0.9765159719468924
2020-11-02,1.0003946315500032,0.9816447174166252
2020-11-03,1.0034032892498346,0.9840636972124791
2020-11-04,1.0082398911800663,0.9882347244685495
2020-11-05,1.0178090838185945,0.9969573004880535
2020-11-06,1.0174474324859462,0.9965370344087752
2020-11-09,1.0256350603744702,1.0043342458158642
2020-11-10,1.0297608098411817,1.0081153429812333
2020-11-11,1.033856862876597,1.0121174431545197
2020-11-12,1.0241852558937834,1.002644975619806
2020-11-13,1.0325408436959138,1.0106017237016438
2020-11-16,1.0412656078086635,1.0191342478431022
2020-11-17,1.0414477501767807,1.0193107494626164
2020-11-18,1.0379360259947805,1.0158713482748176
2020-11-19,1.0420307400456315,1.019850414756365
2020-11-20,1.0419917127159455,1.0198098165815321
2020-11-23,1.044139195680343,1.0219103410197479
2020-11-24,1.0532492049051865,1.0308253193557373
2020-11-25,1.0529737444681846,1.0300022756443494
2020-11-27,1.0545559009198262,1.0315370415082137
2020-11-30,1.0516790517894827,1.0286167458119015
2020-12-01,1.0548736685672038,1.0317382755431364
2020-12-02,1.0553425474982236,1.031586406920401
2020-12-03,1.056834192596522,1.032491204169631
2020-12-04,1.0589287772425284,1.03443821648123
2020-12-07,1.0581652887708157,1.0335956910887325
2020-12-08,1.0586601934246065,1.0339844618081808
2020-12-09,1.057356471728001,1.0327027400551494
2020-12-10,1.0590074979859885,1.034211317315591
2020-12-11,1.0583355271578656,1.0334496080349487
2020-12-14,1.0580158227716785,1.0331249111281127
2020-12-15,1.061317608105196,1.0363480123099669
2020-12-16,1.0621421558208304,1.0371417043306947
2020-12-17,1.0644002108895623,1.039339245027929
2020-12-18,1.0631332881825566,1.0380989704213188
2020-12-21,1.060300219014151,1.0353312013417457
2020-12-22,1.0591612432802124,1.0342034697603333
2020-12-23,1.061342210833602,1.0363147752155109
2020-12-24,1.0623322740792491,1.0372608648495134
2020-12-28,1.063774245238829,1.0386617713779924
2020-12-29,1.0645281016437667,1.0393943868145046
2020-12-30,1.0657829311400435,1.040597476149522
2020-12-31,1.0655608540174044,1.0403669804839821
2021-01-04,1.0647189094815515,1.0395366899642704
2021-01-05,1.0677318268826266,1.0424564166503694
2021-01-06,1.0686078183094652,1.0432860853797443
2021-01-07,1.0734651340069175,1.0473125142904869
2021-01-08,1.0748778051889631,1.0480688611953806
2021-01-11,1.0652675883345721,1.0380727734934374
2021-01-12,1.0701371059702047,1.042624696253433
2021-01-13,1.06954739312852,1.041896095913355
2021-01-14,1.0735139965109144,1.0456346977171842
2021-01-15,1.0623909015648754,1.0346525153067767
2021-01-19,1.0675452587063219,1.0395521031810948
2021-01-20,1.071400541187622,1.0427631898554417
2021-01-21,1.071236063076234,1.0425847531325063
2021-01-22,1.0687023245001317,1.0400836839380159
2021-01-25,1.0691103509021682,1.0404308634299289
2021-01-26,1.0687555919711735,1.0399652055590956
2021-01-27,1.0605621597798909,1.0319578276052779
2021-01-28,1.0608428327520194,1.0319311877589452
2021-01-29,1.0560909928754316,1.0270965899659
2021-02-01,1.0586129224821659,1.0292812109998013
2021-02-02,1.0604992552113528,1.0307826436478662
2021-02-03,1.0612005306550107,1.0313266005175847
2021-02-04,1.0633599226227795,1.033406210132012
2021-02-05,1.065410035487053,1.0353639315397598
