Date,Gross_Returns,Net_Returns
2010-04-12,-0.002363400562807229,-0.002863400562807229
2010-04-13,0.0028839413552136104,0.002638184309469246
2010-04-14,0.003440827493848874,0.0031154979355654143
2010-04-15,-0.00012661233908036355,-0.00020021322053027446
2010-04-16,-0.009755283846633692,-0.00976510270243626
2010-04-19,-0.0017124824411154816,-0.0017864137305108304
2010-04-20,0.005575107067877579,0.005539599253234908
2010-04-21,0.002637121585712989,0.002508424464867288
2010-04-22,-0.0009322622941350938,-0.0009657821691658453
2010-04-23,0.0026282287481630326,0.0025743213830114746
2010-04-26,-0.0005351133131183297,-0.0006205146928777396
2010-04-27,-0.004708971726453252,-0.004742554274472392
2010-04-28,-0.0011499654448840775,-0.0013293343403422823
2010-04-29,0.004982408745289349,0.004902836641305737
2010-04-30,0.001165780567315543,0.0010892838662882344
2010-05-03,0.002020789197031817,0.0019075055868239717
2010-05-04,-0.0037469284286648446,-0.0038178992291967853
2010-05-05,-0.0011764768745924634,-0.0014204593222282545
2010-05-06,0.0013014564790064269,0.0012535825655722022
2010-05-07,-0.005210511147712154,-0.005517017974841466
2010-05-10,-0.0034245472270728466,-0.0034913923736880196
2010-05-11,0.006874733694598676,0.006628136453360831
2010-05-12,0.0008640716669793532,0.0008542090902462018
2010-05-13,0.0011004902979225783,0.0010954870705638365
2010-05-14,0.0027535440823613154,0.002752110664025021
2010-05-17,-0.002031619782073196,-0.002072086646832219
2010-05-18,0.005418142921771174,0.005414059903092592
2010-05-19,-0.005087874775594399,-0.005092886331131271
2010-05-20,-0.0003282438689300354,-0.0003803688509833921
2010-05-21,0.0002001608795572811,0.00019385295265300065
2010-05-24,0.0019433925084997685,0.0018533361175474745
2010-05-25,0.0006550792157743359,0.0005644074442123271
2010-05-26,0.0016691612444890514,0.0014248498487327704
2010-05-27,-0.005970286539689398,-0.006210438269406906
2010-05-28,0.002053422554173586,0.0018132708244560781
2010-06-01,0.002667396989893558,0.0026642559945746803
2010-06-02,-0.0019077471811197076,-0.0019333689748204134
2010-06-03,-0.001800242933394202,-0.0018601652854609442
2010-06-04,0.008077439045219494,0.00806725425095813
2010-06-07,0.005185110080854654,0.005176453606969585
2010-06-08,-0.0017394731630718209,-0.0019766944696587006
2010-06-09,-0.0006872949006424385,-0.0006888279658231221
2010-06-10,-0.0065488620811352295,-0.006551481577161062
2010-06-11,0.0033135041079087203,0.0030735187666909645
2010-06-14,-0.0014173161515208092,-0.0017082559366784484
2010-06-15,0.0009771706360989453,0.0009714621658304874
2010-06-16,0.00040370360395677456,0.000175598589179419
2010-06-17,0.004595844155243873,0.004594344385617636
2010-06-18,0.0014020273862254526,0.0013984909683896762
2010-06-21,-0.0008300237303537641,-0.0008315778234657282
2010-06-22,-0.0005083524798057117,-0.0005117934283081117
2010-06-23,0.0009788059754712183,0.0009061783743482014
2010-06-24,-0.0028396086798030047,-0.0028438924424119775
2010-06-25,0.0054783730685672135,0.005474669925179149
2010-06-28,-0.00024360537892751928,-0.0002745091191369368
